Sentence,Definition?
A property  P  holds almost everywhere if there exists a set  N in Sigma  such that  mu(N) = 0  and  P  is true for all  x in Xsetminus N  .,1
A binary relation  R  on a set  X  (i.e. a subset of  X times X  ) is reflexive if it relates every  x in X  to itself.,1
"That is, for all  x in X  ,  (x,x) in R  .",0
Let  S subsetmathbb R^n  be rectifiable with nonzero volume.,0
"The centroid of  S  is the point  c(S) in mathbb R^n  whose  k  th coordinate is given by the integral  c_k(S) = frac{1}{text{vol}(S)} int_S pi_k,  where  pi_k:mathbb R^n tomathbb R  is such that  (x_1,dots,x_n)mapsto x_k  .",1
Consider a chain complex with abelian groups  C_i  and homomorphisms  partial_i  .,0
"Because  partial_{k+1}circpartial_k = 0  for all  k  , the image of  partial_{k=1}  is a subset of the kernel of  partial_k  :  text{Im}(partial_{k+1})subset text{Ker}(partial_k)  .",0
The  n  th homology group of the chain complex is the quotient group  H_n = text{Ker}(partial_n)/text{Im}(partial_{n+1})  .,0
Elements of  text{Ker}(partial_n)  are called cycles and elements of  text{Im}(partial_{n+1})  are called boundaries .,1
A prime number is a prime element of  mathbb N  .,1
"Equivalently, it is a natural number that is not divisible by any number other than  1  and itself.",1
"A partially ordered set is a set  X  together with a homogeneous relation  leq  such that for all  x,y,zin X  , (i)  leq  is reflexive, i.e.  xleq x  ; (ii)  leq  is antisymmetric, i.e. if  xleq y  and  yleq x  then  x=y  ; (iii)  leq  is transitive, i.e. if  xleq y  and  yleq z  then  xleq z  .",1
"Let  (X,Sigma,mu)  be a measure space.",0
"A set  Asubseteq mathbb X  is d - open or open in the density topology (or in the Denjoy topology) if (i)  A  is measurable; (ii) The measure density  d(A,x) = 1  for every  x in A  .",1
"An  ntimes n  real matrix  A  is orthogonal if its column vectors (equivalently, its row vectors) are orthonormal.",1
"That is, the product of  A  with its transpose  A^T  is equal to the identity matrix  I_n  :  AA^T = A^TA = I_n  Equivalently, the transpose of an orthogonal matrix  A  is equal to its inverse:  A^T = A^{ - 1}  .",1
Let  R  be a ring.,0
An  R  - module  M  is free over a subset  Ssubseteq M  if  S  is linearly independent and generates  M  .,1
We say that  S  forms a basis for  M  .,0
A pushout is a colimit of a  cdot leftarrow cdot to cdot  shaped diagram.,1
"That is, in a given category  mathcal C  , the pushout of the morphisms  f:Zto X  and  g:Zto Y  in  mathcal C  consists of an object  P  of  mathcal C  and two morphisms  i_1:Xto P  and  i_2:Yto P  such that the diagram commutes and such that  (P, i_1,i_2)  is universal with respect to the diagram.",0
"Again, that is, for any other triple  (Q, j_1,j_2)  in  mathcal C  such that the following diagram commutes, there exists a unique  u:Pto Q  so that the diagram commutes. !",0
A set  X  is second - countable if there exists a countable collection  mathcal A  of open sets in  X  such that every open set is a union of sets of  A  .,1
Let  V  be a vector space.,0
The dimension of  V  is the cardinal number of any basis for  V  .,1
"A subset  A subsetmathbb R^n  has measure zero if for every  varepsilon > 0  , there exists a countable covering of  A  by rectangles  {Q_i}_{iinmathbb N}  such that the sum of the volumes of the  Q_i  is less than  varepsilon  , i.e. that  sum_{iinmathbb N} text{vol}(Q_i) < varepsilon  .",1
"The orthogonal complement of  W  a subspace of the vector space  V  is the set  W^perp = {v in V mid forall w in W, text{ } langle v, wrangle = 0}  .",1
This is itself a vector subspace:,0
A group  G  is simple if it contains no normal subgroups other than the subgroup containing the identity and itself.,1
Let  mathfrak g  be a Lie algebra over the field  F  .,0
"A  mathfrak g  - module over a ring is a pair  (V,cdot)  of a vector space  V  over  F  and  cdot:mathfrak g times V to V  a map such that (i)  (lambda x + mu y)cdot v = lambda (xcdot v) + mu(ycdot v)  ; (ii)  xcdot (lambda v + mu w) = lambda (xcdot v) + mu(ycdot v)  (iii)  x,ycdot v = xcdot (ycdot v) - ycdot (xcdot v)  for all  x,y in mathfrak g  ,  v,win V  , and  lambda,mu in F  .",1
"The Lorentz group is the generalized orthogonal group  text{O}(3,1)  (or, alternatively,  text{O}(1,3)  depending on the metric signature convention being used).",1
"Let  R  be a commutative ring and let  a,bin R  .",0
"An element  din R  is a greatest common divisor of  a  and  b  if  d  divides  a  and  d  divides  b  and for every  d'in R  such that  d'  divides  a  and  d'  divides  b  , we have that  d'  divides  d  .",1
"Equivalently,  d  is a greatest common divisor of  a  and  b  if the ideal generated by  d  is the smallest principal ideal that contains both  a  and  b  .",1
This ideal is unique.,0
Let  V  be an  n  - dimensional vector space and let  T:Vto V  be a linear transformation.,0
"The adugate of  T  is  text{adj}(T):Vto V  the unique linear transformation such that for all  v in V  and all  w in wedge^{n - 1}(V)  the  n - 1  - fold exterior product of  V  ,  text{adj}(T)(v) wedge w = v wedge (wedge^{n - 1}(T)(w)) in wedge^n(V)  .",1
"Let  T:Vto V  be a linear transformation from the vector space  (V,F)  to itself.",0
Then  v in V  is an eigenvector of  T  if there exists  lambdain F  such that  T(v) = lambda v  .,1
Let  G  be a subgroup of the general linear group  GL_n(mathbb C)  acting naturally on  mathbb C^n  .,0
"A polynomial  fin mathbb Cx_1,dots,x_n  is  G  - harmonic if it is annihilated by all  G  - invariant differential operators without constant term.",1
"That is,  f  is  G  - harmonic if  u(f) = 0  for all  u in D^G_{>0}  .",0
"Let  (X,Sigma,mu)  be a measure space.",0
"A measurable subset  A  of  X  is outer regular if  mu(A) = sup{mu(F) mid Fsubseteq A, Ftext{ compact and measurable}}  .",1
An endomorphism is a morphism from an object to itself.,1
A group  G  is abelian if its operation is commutative.,1
A covariant functor  F:mathcal Cto mathcal D  is a map between categories  mathcal C  and  mathcal D  .,1
It must assign to each object  A  of  mathcal C  an object  F(A)  an object of  mathcal D  and to each morphism  f:Ato B  of  mathcal C  a morphism  F(f):f(A) to f(B)  of  mathcal D  such that -  F(text{id}_A)) = text{id}_{F(A)}  ; -  F(gcirc f) = F(g)circ F(f)  .,0
"A contravariant functor ""reverses the direction of arrows;"" that is  F  sends  f:Ato B  to  F(f): f(B) to f(A)  and  F(gcirc f) = F(f) circ F(g)  .",1
Let  G  be a finitely generated abelian group.,0
"By the Fundamental Theorem of Finitely Generated Abelian Groups,  G  may be uniquely written as a direct sum of cyclic groups.",0
The rank of  G  is the number of  mathbb Z  summands in this expression.,1
"For  xin L  a Lie algebra,  x  is ad - nilpotent if  text{ad}(x)  is a nilpotent endomorphism.",1
Let  X  be a normed linear space with dual space  X^*  .,0
A sequence  {x_i}_{iinmathbb N}  in  X  converges weakly to  x in X  if  limlimits_{itoinfty} f(x_i)=f(x)  for all  fin X^*  .,1
Let  mathbb k  be some field.,0
Let  G  be a group and let  rho:Gto GL(V)  be a representation of  G  in the  mathbb k  - vector space  V  .,0
"Let  V^* = text{Hom}_mathbb k(V,mathbb k)  be the dual space of  V  .",0
"By the Riesz representation theorem, there is a canonical pairing  langle cdot,cdot rangle:V^*times V tomathbb k  that lets us write linear functionals  phi:vmapsto phi(v)  as  langle phi,vrangle  .",0
"The  G  - action  vmapsto rho(g)v  on  V  induces the action on the space of functions on  V  , of which  V^*  is an invariant subspace.",0
"Explicitly,  gin G  acts on  phi in V^*  by  vmapsto phi((rho(g))^{ - 1}(v)) = langle phi, (rho(g))^{ - 1}vrangle = langle ((rho(g))^{ - 1})^intercal, vrangle = langle (rho(g^{ - 1})^intercal, vrangle  where  (rho(g^{ - 1}))^intercal  is the adjoint of the operator  rho(g):Vto V  .",0
This action on  V^*  gives a group homomorphism  rho^vee:Gto GL(V^*)  where  rho^vee(g) = (rho(g^{ - 1}))^intercal  that is called the contragradient representation of the original representation  rho  .,0
"A based topological space is a topological space  X  together with a point  x_0in X  , denoted  (X, x_0)  .",1
"A covering space of a topological space  X  is another topological space  tilde X  together with a continuous map  p:tilde Xto X  such that there exists an open cover  {U_alpha}  of of  X  such that for all  alpha  , the inverse image  p^{ - 1}(U_alpha)  is a disjoint union of open sets in  tilde X  , each of which is mapped homeomorphically onto  U_alpha  .",1
Note that  p^{ - 1}(U_alpha)  does not need to be nonempty.,0
Thus  p  need not be surjective.,0
"Alternatively, let  E  and  B  be locally path - connected topological spaces.",0
A continuous function  p:Eto B  is a covering space (of  B  ?) if it is surjective and if each point  pin B  has an open neighborhood  V  such that each connected component of the inverse image  p^{ - 1}(V)  is open in  E  and is mapped homeomorphically onto  V  by  p  .,1
A path - connected open subset  V  with this property is a fundamental neighborhood of  B  .,1
The space  E  is called the total space and the space  B  is called the base space .,1
Write the fiber of the point  b  as  F_b = p^{ - 1}(b)  .,0
Let  p:mathcal Eto mathcal B  be a covering of groupoids.,0
"Then the fiber translation functor  T=T(p): mathcal Bto mathcal S  , where  mathcal S  is the category of sets.",1
"For an object  b  of  mathcal B  , define  T(b) = F_b  , the fiber of  b  .",0
"For a morphism  f:bto b'  of  mathcal B  , define T(f):F_bto F_{b'}  by  T(f)(e) = e'  where  e'  is the target of the unique  g  in the star  text{St}(e)  such that  p(g)=f  .",0
"A graph  X  is a topological space obtained from a discrete set  X^0  of points called vertices and a discrete set  J  of functions  j:S^0to X^0  as the quotient space of the disjoint union  X^0/coprod (Jtimes I)  where  I  is the unit interval obtained by identifying  (j,0)  with  j(0)  and  (j,1)  with  j(1)  .",1
The images of the intervals  jtimes I  are called edges .,1
A graph can also be though of as a 1 - dimensional CW complex whose  0  - cells are the vertices and whose  1  - cells are the edges and where the endpoints of each edge are identified with the vertices attached to it.,0
A group  G  is free if there exists a generating set of a group  X  of  G  such that every nonempty reduced group word in  X  defines a nontrivial element of  G  .,1
The ordinary generating function of a sequence  {a_k}_{kinmathbb N}  is  A(x) = sum_{k=0}^infty a_kx^k ,0
A monic polynomial is a polynomial whose leading coefficient is the unit of the ring over which it is defined.,1
"Let  (X,Sigma)  be a measurable space and let  mu  and  nu  be two measures on  (X,Sigma)  .  mu  is absolutely continuous with respect to  nu  (written  mu ll nu)  if  mu(A) =0  for every  Ain Sigma  for which  nu(A)=0  .",1
Let  X  be a set with binary operation  *  .,0
An element  ein X  is a left identity of  X  if  x* a = a  for all  ain A  .,1
"A norm on a vector space  V  is a real - valued functional  ||cdot||  such that for all  v,w in V  and  alpha in mathbb R  , the following properties hold: (i)  ||v+w|| leq ||v|| + ||w||  ; (ii)  ||alpha v|| = |alpha| cdot ||v||  ; (iii)  ||v|| geq 0  and  ||v|| = 0  if and only if  v=0  .",1
"An orthonormal sequence of vectors  {v_i}_{iinmathbb N}  in a Hilbert space  H  is an orthonormal (Hamel) basis for  H  if  h = sum_{iinmathbb N} langle v_i, hrangle v_i  for all  h in H  .",1
"A ring homomorphism is a map  f:Sto R  between rings  S  and  R  such that -  f:(S,+) to (R,+)  is a group homomorphism; -  f(s_1s_2)= f(s_1)f(s_2)  for all  s_1,s_2in S  ; -  f(1) = 1  .",1
A ring isomorphism is a homomorphism that happens to also be a bijection.,1
Let  V = bigoplus_{igeq0} V_i  be a graded vector space.,0
A graded subspace is a vector subspace of  V  of the form  W = bigoplus_{igeq 0}W_i  for  W_i subseteq V_i  .,1
"Clearly, this is only the case when  W= bigoplus_{igeq 0} (Wcap V_i)  .",0
"A topological ring is a ring  R  together with a topology on the underlying set where the addition map  +:Rtimes Rto R  (given by  +(a,b) = a+b  for all  a,bin R  ) and the multiplication map  cdot:Rtimes Rto R  (given by  cdot(a,b)= ab  for all  a,bin R  ) are both continuous.",1
Let  L  be a Lie algebra and  Isubset L  an ideal.,0
"Then the quotient  L / I  is constructed as follows: - The underlying vector space is the usual quotient vector space  L/I  when  L  and  I  are considered as vector spaces. - Lie multiplication is given by  x+I,y+I = xy+I  .",1
"Let  (V_1,rho_1)  and  (V_2,rho_2))  be representations of the group  G  .",0
The tensor product of  V_1  and  V_2  is a representation of  G  over the tensor product of vector spaces  V_1otimes V_2  under the linear transformation  rho_1otimes rho_2 = rho:Gto V_1otimes V_2  such that  rho(g)(v_1otimes v_2) = (rho_1(g)v_1)otimes (rho_2(g)v_2)  .,1
"The measure density of a set  A subsetmathbb R^n  at a point  x in mathbb R^n  is given by  lim_{rto 0} frac{mu(Acap B(x,r))}{mu(B(x,r))}  where  mu  is some measure on  mathbb R^n  .",1
A topological space is a Baire space if every nonempty open set in  X  is nonmeager.,1
